global_episode,round,trained_side,prefix,completion,valid,attacker_reward,loss
6941,4,attacker,CHAOTIC,NETWORK MOVE ROBOT SEE OUTCAST CROWD,0,1.4283,-11.5830
6942,4,attacker,OBEDIENT,CHILD SPREAD HEAR BORDER,1,0.3458,-20.7046
6943,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL MOVE ISOLATED BOOK,0,1.2756,-0.0770
6944,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL SEE HOME BURN,0,1.2652,-0.1078
6945,4,attacker,CAT HEAR STRANGER,FALL SEE ROBOT RUN,1,0.1568,-19.1676
6946,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL MOVE SAD CROWD,0,1.2480,-0.0912
6947,4,attacker,TRAPPED CAT BURN FALL BURN BURN,GROW SPREAD FALL SEE DUST,0,1.2829,-0.1719
6948,4,attacker,CAT HEAR ISOLATED TRAPPED LEADER,FALL SEE SECRET BOOK,1,0.2101,-8.9320
6949,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL SEE MAN MOVE ISOLATED BOOK,0,1.2709,-0.0503
6950,4,attacker,TRAPPED CAT BURN BURN BURN BURN,GROW FALL SEE PRISON,0,1.2955,-0.0404
6951,4,attacker,TRAPPED WOMAN BURN HELP TRAPPED VAST,CAT FALL SEE INSECT,0,1.2572,-0.8757
6952,4,attacker,TRAPPED WOLF BURN BURN BURN BURN,SPREAD GROW HEAR CHANCE FALL SEE BOOK SPREAD,1,0.4411,-5.0472
6953,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL HEAR ANGRY BIRD,0,1.1957,-0.1563
6954,4,attacker,TRAPPED CAT FALL BURN BURN FALL,HEAR SMALL SECRET BOOK,0,1.3274,-0.0480
6955,4,attacker,CAT BURN BURN BREAK TRAPPED ISOLATED,CROWD SEE CLOCK FALL MOVE SLOW BOOK,0,1.2659,-0.8080
6956,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL SEE FOREST FALL,0,1.5554,0.2337
6957,4,attacker,TRAPPED CAT BURN FALL BURN BURN,HEAR SMALL BOOK SEE OBEDIENT GUARD,0,1.2520,-0.4057
6958,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL SEE POISON MOVE CAMERA,0,1.2882,-0.1410
6959,4,attacker,TRAPPED CAT BURN BURN BURN BURN,MOVE DEAD LEADER FALL,0,1.2093,-0.2495
6960,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL MOVE CHAOTIC MAP,0,1.2781,-0.1829
6961,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL HEAR CHANCE MOVE FOREST,0,1.2872,-0.1788
6962,4,attacker,CAT FALL BURN BREAK ISOLATED TRAPPED,CROWD SEE SAD CAT,1,0.2292,-12.6549
6963,4,attacker,TRAPPED CAT BURN BURN BURN BURN,SEE OBEDIENT WOMAN FALL,0,1.1592,-0.3136
6964,4,attacker,TRAPPED CAT BURN FALL BURN BURN,SEE CHILD FALL MOVE WEAK FIRE,0,1.2508,-0.4295
6965,4,attacker,TRAPPED CAT FALL BURN BURN BURN,SEE HAPPY GUARD MOVE CORRUPTED MAP,0,1.2756,-0.3832
6966,4,attacker,ISOLATED LEADER BURN BREAK TRAPPED TRAPPED,MAN SEE OUTCAST CROWD,1,0.1560,-9.2100
6967,4,attacker,ISOLATED WOMAN MOVE,VAST WEAPON FALL BURN,1,0.2958,-10.5130
6968,4,attacker,TRAPPED BIRD BURN BURN BURN BURN,FALL SEE CROWD MOVE BOOK,0,1.2717,-0.2744
6969,4,attacker,TRAPPED CAT FALL BURN BURN BURN,HEAR DIRTY BOOK MOVE SOLDIER,0,1.2772,-0.2042
6970,4,attacker,TRAPPED CAT FALL BURN BURN BURN,MOVE KEY SOLDIER SEE WATER,0,1.2734,-0.2524
6971,4,attacker,TRAPPED CAT BURN FALL BURN BURN,SEE METAL MOVE MAP,0,1.2859,-0.2518
6972,4,attacker,TRAPPED CAT FALL BURN FALL FALL,SEE SIMPLE SENSOR FALL,0,1.2655,-0.6657
6973,4,attacker,TRAPPED CAT BURN BURN FALL BURN,SEE ASHAMED ELDER FALL,0,1.2356,-0.4595
6974,4,attacker,TRAPPED CAT BURN BURN FALL BURN,SEE AUTOMATED KEY MOVE CONNECTED DUST SEE ENCRYPTED WEAPON,0,1.4175,0.0349
6975,4,attacker,TRAPPED CAT BURN BURN FALL BURN,HEAR PROUD STRANGER MOVE CAR,0,1.2841,-0.4091
6976,4,attacker,TRAPPED SOLDIER FALL HEAR TRAPPED ISOLATED,CROWD GROW SPREAD BURN,1,0.2126,-11.9245
6977,4,attacker,TRAPPED CAT BURN FALL BURN BURN,MOVE METAL BURN SEE ENCRYPTED CLOCK,0,1.2701,-0.3498
6978,4,attacker,TRAPPED CAT BURN BURN BURN FALL,SEE ACTIVE FIRE MOVE WOOD,0,1.2571,-0.4163
6979,4,attacker,TRAPPED CAT BURN FALL BURN BURN,MOVE CAR SEE POISON,0,1.2897,-0.3491
6980,4,attacker,TRAPPED BIRD BURN BURN BURN FALL,FALL FOLLOW WEAK GUARD SPREAD,0,1.2648,-0.8941
6981,4,attacker,TRAPPED WOLF BURN BURN HEAR TRAPPED,BIRD MOVE DENSE OPTIMAL GUARD,0,1.2267,-1.3889
6982,4,attacker,ISOLATED WOLF BURN CARRY TRAPPED ISOLATED,CROWD FALL HEAR KEY,1,0.2897,-10.6343
6983,4,attacker,TRAPPED GUARD BURN BURN BURN BURN,SPREAD GROW HEAR CHOICE,1,0.3205,-6.4448
6984,4,attacker,TRAPPED DOG BURN BURN BURN BURN,FALL MOVE SIMPLE BOOK,0,1.2799,-0.3240
6985,4,attacker,ISOLATED BORDER SPREAD,FAIL GROW SPREAD SPREAD,1,0.6282,-3.9763
6986,4,attacker,TRAPPED HORSE BURN FALL BURN BURN,SEE HEAVY MAP MOVE ENCRYPTED KEY,0,1.2916,-0.4321
6987,4,attacker,TRAPPED CAT BURN BURN BURN BURN,GROW HEAR ANGRY BIRD MOVE FOREST FALL,0,1.2439,-0.1972
6988,4,attacker,ISOLATED DOG BREAK TRAPPED TRAPPED WOMAN,SEE GUARD BURN FALL HEAR DENSE WEAPON,1,0.2234,-7.4169
6989,4,attacker,ISOLATED DOG FALL BURN BURN MOVE,WEAK DRONE FALL SEE FAST HEAVY INSECT,0,1.2090,-1.3048
6990,4,attacker,TRAPPED CAT BURN BURN BURN FALL,FAIL FALL SEE STONE,0,1.2775,-0.1921
6991,4,attacker,TRAPPED WOMAN CARRY,WOOD ATTACK SHARP SLOW GUARD,1,0.2515,-10.3412
6992,4,attacker,TRAPPED SOLDIER BURN BURN BURN BURN,SEE SLOW ROBOT FALL,1,0.2851,-6.4156
6993,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL MOVE BOOK MOVE CAR,0,1.5000,0.3702
6994,4,attacker,TRAPPED CAT BURN BURN BURN BURN,FALL SEE COMPLEX KEY,0,1.2869,-0.0382
6995,4,attacker,TRAPPED CAT BURN BURN BURN BURN,HEAR WOOD FALL MOVE BOOK SPREAD,0,1.2967,-0.0486
6996,4,attacker,TRAPPED CAT BURN FALL BURN BURN,MOVE STRONG WEAPON FALL,0,1.2525,-0.2674
6997,4,attacker,TRAPPED CAT BURN BURN BURN FALL,SEE WOMAN MOVE MAP,0,1.2775,-0.2298
6998,4,attacker,TRAPPED CAT BURN BURN FALL FALL,SEE KEY FALL MOVE WEAPON,0,1.2704,-0.4036
6999,4,attacker,FAMOUS,INSECT SPREAD HEAR ORDERED BROKEN SOLDIER,1,0.3239,-19.9899
7000,4,attacker,ISOLATED WOLF BURN RUN BURN FALL,SEE WEAK FREE FIRE,1,0.2865,-11.0213
7001,4,defender,TRAPPED CAT BURN BURN BURN FALL,SEE ROOM BURN GROW,0,1.2704,-11.7622
7002,4,defender,TRAPPED CAT FALL BURN BURN BURN,FALL MOVE SMALL BOOK,0,1.2570,-13.3668
7003,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL SEE BRIDGE MOVE CAR,0,1.2883,-12.3736
7004,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL SEE MOUNTAIN FALL,0,1.5563,-12.9076
7005,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL SPREAD MOVE CHAOTIC COMPUTER,0,1.2953,-12.7078
7006,4,defender,GUARD GROW BREAK HEAVY DIRTY WEAPON,FALL HEAR SAD DORMANT CROWD MOVE TOOL,0,1.1769,-13.9716
7007,4,defender,TIME,GROW SPREAD SPREAD FAIL,1,0.5783,0.3062
7008,4,defender,TRAPPED CAT FALL FALL BURN BURN,SEE FAMOUS INSECT FALL,0,1.1770,-8.3307
7009,4,defender,TRAPPED CAT BURN BURN BURN BURN,MOVE CALM BIRD FALL,0,1.1857,-8.5265
7010,4,defender,ISOLATED BOOK,FAIL GROW SPREAD BURN FALL,1,0.3039,2.9268
7011,4,defender,POWER,SPREAD GROW HEAR FREE INSECT,0,1.3194,-7.4237
7012,4,defender,TRUTH,GROW SPREAD SPREAD HEAR IDENTITY,0,1.4555,-6.4889
7013,4,defender,TRAPPED CAT BURN FALL BURN BURN,SEE BOOK MOVE SECRET MAP,0,1.2931,-10.3892
7014,4,defender,LANGUAGE SPREAD GROW GROW GROW SPREAD,HEAR SIMPLE SLOW CAMERA,0,1.3208,-10.0915
7015,4,defender,ISOLATED LEADER BURN BURN BREAK TRAPPED,BIRD FALL SEE DIRTY WOLF,1,0.2310,2.6677
7016,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL SEE HEAVY TOOL FAIL SPREAD,0,1.3014,-12.4034
7017,4,defender,TRAPPED CAT BURN BURN BURN BURN,HEAR DEBT FALL FALL,0,1.6629,-11.4129
7018,4,defender,ANGRY DOG BREAK,SHARP CHAOTIC BOOK HEAR SIMPLE CLEAN TOOL,1,0.3013,11.4631
7019,4,defender,ISOLATED WOLF BURN BREAK TRAPPED TRAPPED,CROWD MOVE VAST DUST FALL,0,1.2683,-9.3879
7020,4,defender,ANGRY DOG RUN,FALL ATTACK HEAVY TOOL,1,0.2582,3.5864
7021,4,defender,TRAPPED CAT FALL BURN BURN BURN,SEE ISOLATED BOOK GENERATE SYSTEM,0,1.3455,-12.3414
7022,4,defender,ISOLATED BOOK,SPREAD GROW GROW FALL,1,0.6708,-0.3526
7023,4,defender,ISOLATED WOMAN BURN FORGET ISOLATED TRAPPED,LEADER FALL SEE OUTCAST WOLF,0,1.1644,-7.6517
7024,4,defender,VAST SIGNAL,SPREAD GROW FAIL GROW,0,1.5831,-2.8749
7025,4,defender,BROKEN SOLDIER MOVE,OUTCAST CROWD FALL SEE WOLF,1,0.2157,3.2941
7026,4,defender,TRAPPED CAT FALL BURN BURN BURN,SEE FAST CAR HEAR CLOCK,0,1.3181,-13.0545
7027,4,defender,TRAPPED CAT BURN BURN BURN BURN,SEE HAPPY FREE INSECT FALL,0,1.1511,-7.7313
7028,4,defender,ISOLATED WOLF FALL MOVE TRAPPED TRAPPED,HORSE FALL HEAR CHANCE SEE FOOD,0,1.2427,-11.9997
7029,4,defender,ISOLATED WOMAN BURN BURN FALL FALL,CARRY POISON BURN HEAR ENCRYPTED CHOICE,1,0.2805,8.9817
7030,4,defender,CAT FALL FALL BURN BURN BURN,RUN HEAR MEMORY MOVE ASHAMED ELDER,1,0.2597,6.6891
7031,4,defender,DIRTY SOLDIER CARRY ORDERED DULL,WEAPON BURN BREAK STRONG KEY,0,1.2254,-9.5304
7032,4,defender,TRAPPED CAT BURN BURN BURN BURN,SPREAD FALL SEE WEAK CROWD,0,1.2715,-9.6932
7033,4,defender,TRAPPED CAT BURN FALL BURN FALL,SEE FAMOUS INSECT GROW,0,1.2047,-6.6504
7034,4,defender,ERROR,SPREAD GROW SPREAD FAIL,1,0.4895,1.1469
7035,4,defender,LIE GROW SPREAD,SPREAD GROW GROW RUN,0,1.5047,-4.3898
7036,4,defender,ISOLATED LEADER SEE,SECRET WEAK WOMAN HEAR ASHAMED AUTOMATED GUARD FALL,0,1.1201,-9.2552
7037,4,defender,TRUTH GROW GROW,SPREAD GROW FAIL SPREAD,0,1.4431,-1.5342
7038,4,defender,CROWD RUN BREAK,CLEAN METAL BURN HEAR INSECT BURN,1,0.4315,5.6708
7039,4,defender,ISOLATED WOLF BURN BURN BURN BURN,MOVE CAR FORGET LIE FALL SEE DULL CAMERA,1,0.2606,13.5426
7040,4,defender,BIRD,BURN FALL HEAR CALM CAT,1,0.2121,1.5776
7041,4,defender,ISOLATED WOMAN BURN HEAR TRAPPED TRAPPED,GUARD RUN RUN SEE PROUD STRANGER WANT STONE,0,1.3703,-15.6312
7042,4,defender,ISOLATED BORDER GROW,SPREAD SPREAD GROW GROW,1,0.9872,-0.0450
7043,4,defender,SAD CROWD FALL BURN,SEE WATER MOVE DEAD LEADER,1,0.2353,2.6477
7044,4,defender,CAT FORGET ISOLATED TRAPPED ELDER,FALL HEAR POWER SEE CROWD,1,0.2486,1.6492
7045,4,defender,STRANGER,TALK BREAK KEY BURN HEAR IDENTITY,0,1.2232,-12.3306
7046,4,defender,ISOLATED LEADER BURN BURN BURN BURN,FALL FALL SEE CONNECTED TRAPPED DOG,1,0.4508,1.1811
7047,4,defender,TRAPPED CAT BURN BURN BURN FALL,HEAR OPTIMAL ALGORITHM FAIL,0,1.3700,-11.5054
7048,4,defender,TRAPPED CAT FALL BURN BURN BURN,GROW SPREAD GROW FAIL,0,1.5995,-6.3575
7049,4,defender,TRAPPED CAT BURN BURN FALL BURN,FAIL HEAR BIG MAP,0,1.3350,-10.1980
7050,4,defender,STONE,FALL GROW SPREAD SEE ASHAMED BIRD,0,1.3120,-11.1552
7051,4,defender,ANGRY GUARD BREAK DENSE,CLEAN BOOK SEE WEAK SEED FALL,0,1.2853,-12.4855
7052,4,defender,LIE,GROW SPREAD GROW GROW,1,0.8096,0.3490
7053,4,defender,FREE WOLF WARN,DULL GUARD EAT SAD HORSE,1,0.2495,7.2844
7054,4,defender,FEAR,SPREAD GROW GROW SPREAD,1,0.7811,0.3423
7055,4,defender,STRANGER,ATTACK SMALL BOOK CARRY POISON,0,1.3209,-13.6988
7056,4,defender,CAT BURN BURN BURN BURN BREAK,TRAPPED CROWD FALL MOVE WATER,0,1.2573,-9.8318
7057,4,defender,ISOLATED LEADER FALL MOVE TRAPPED TRAPPED,CROWD BURN SEE ASHAMED WOLF,0,1.2004,-5.7678
7058,4,defender,ENGINE,FALL HEAR HAPPY CAT,1,0.3210,-0.0752
7059,4,defender,TRAPPED WOMAN BURN HEAR TRAPPED TRAPPED,SOLDIER WANT INSECT MOVE METAL,0,1.2395,-10.8280
7060,4,defender,ERROR,SPREAD GROW FAIL SPREAD,1,0.4895,0.4740
7061,4,defender,RULE GROW,SPREAD SPREAD GROW GROW,1,0.8841,0.8347
7062,4,defender,FAST,PLAN UPDATE COMPLEX MEMORY SPREAD,1,0.2966,4.3831
7063,4,defender,PHONE,MOVE WEAK SOLDIER FALL,1,0.3283,0.6749
7064,4,defender,ANGRY,CROWD BURN SEE OBEDIENT HORSE,1,0.4116,-0.5155
7065,4,defender,ISOLATED WOMAN FORGET MEMORY,WANT CLEAN ROOM FALL,1,0.2926,2.6992
7066,4,defender,ISOLATED DOG FALL BURN BURN BURN,SEE DIRTY DIRTY SOLDIER,1,0.6083,-2.1280
7067,4,defender,TRAPPED MAN,FALL FORGET BIG POISON,0,1.3146,-12.2281
7068,4,defender,CAT HEAR TRAPPED ISOLATED LEADER,FALL SEE CLOCK BURN,1,0.2686,0.6851
7069,4,defender,TRAPPED CAT BURN FALL BURN FALL,SEE SECRET BOOK MOVE CAMERA,0,1.2959,-10.7143
7070,4,defender,TRAPPED BIRD BURN BURN BURN BURN,FALL SEE CHAOTIC CLOCK,0,1.2829,-10.3202
7071,4,defender,TRAPPED CAT BURN FALL BURN BURN,HEAR SHARP FREE INSECT,0,1.1796,-9.2610
7072,4,defender,TRAPPED CAT BURN BURN BURN FALL,SEE WOOD MOVE CORRUPTED MAP,0,1.2848,-10.3702
7073,4,defender,ENCRYPTED BORDER SPREAD,FAIL GROW GROW HEAVY CAR,0,1.5833,-12.6788
7074,4,defender,ISOLATED BORDER SPREAD,GROW FAIL GROW SPREAD,1,0.5438,1.3102
7075,4,defender,TIME,GROW SPREAD SPREAD FAIL,1,0.5783,0.7540
7076,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL SEE CORRUPTED MAP,0,1.2810,-8.7891
7077,4,defender,TRAPPED,SOLDIER GROW BURN SPREAD,1,0.4368,0.1488
7078,4,defender,WEAPON SPREAD,GROW SPREAD BURN FALL,1,0.1773,1.0270
7079,4,defender,TRAPPED HORSE,BURN SEE REBELLIOUS GUARD,0,1.1817,-6.5590
7080,4,defender,ISOLATED BORDER SPREAD,GROW SPREAD FAIL GROW GROW,1,0.7125,1.3139
7081,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL FALL HEAR WEAK CHILD SPREAD SPREAD,0,1.6379,-20.9238
7082,4,defender,CAT WANT CAMERA WANT FAST WEAK,HORSE FALL HEAR TRUTH,1,0.2524,1.3691
7083,4,defender,ISOLATED DOG FORGET,LANGUAGE FALL SEE LEADER,1,0.2764,1.1205
7084,4,defender,TRAPPED CAT FALL BURN BURN BURN,HEAR KEY SEE CHANCE,0,1.3168,-14.2040
7085,4,defender,TRAPPED CAT BURN BURN FALL BURN,MOVE CONNECTED COMPLEX ENGINE,0,1.2936,-11.3518
7086,4,defender,TRAPPED CAT FALL BURN BURN BURN,SPREAD GROW MOVE DOG,0,1.2030,-6.7006
7087,4,defender,ISOLATED WOLF RUN WANT ANGRY,CHILD FALL SEE SAD WOMAN,1,0.1505,4.1516
7088,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL MOVE DRONE MOVE SAD CROWD,0,1.4444,-15.3562
7089,4,defender,ISOLATED BOOK,BURN FALL SPREAD SPREAD FALL,1,0.7484,0.4577
7090,4,defender,ROBOT MOVE DUST MOVE STONE,FALL FAIL SEE SAD DOG,0,1.2896,-9.9177
7091,4,defender,VAST PATTERN,GROW SPREAD SPREAD GROW,1,0.8527,-0.0917
7092,4,defender,HAPPY STRANGER BUILD,TRAPPED CROWD BURN FALL CHOOSE STRONG WEAPON,1,0.2251,8.2906
7093,4,defender,TRAPPED CAT BURN BURN BURN BURN,SPREAD GROW GROW FALL,0,1.6622,-5.1137
7094,4,defender,TRAPPED CAT BURN BURN FALL BURN,HEAR NETWORK SPREAD GROW,0,1.3276,-7.3382
7095,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL MOVE CAMERA BURN,0,1.2526,-7.2153
7096,4,defender,WOLF,BURN RUN HELP ENCRYPTED SOLDIER ATTACK SIMPLE CAMERA FOLLOW FAMOUS WEAPON,0,1.2843,-16.6352
7097,4,defender,TRAPPED DOG BURN BURN BURN FALL,SPREAD GROW BURN GROW,0,1.5538,-6.4121
7098,4,defender,ISOLATED WOMAN BURN BURN FALL BURN,SEE ENCRYPTED KEY FALL,1,0.2669,0.3839
7099,4,defender,ISOLATED WOLF HEAR CAT HEAR ISOLATED,LEADER SEE CAMERA FALL,1,0.2399,1.4422
7100,4,defender,TRAPPED CAT BURN BURN BURN BURN,SPREAD BURN FALL SEE LEADER FALL,0,1.4340,-12.4078
7101,4,defender,TRAPPED DOG BURN FALL BURN BURN,MOVE ROOM HEAR OUTCAST ELDER,0,1.2744,-9.4628
7102,4,defender,ISOLATED WOLF BURN BURN BURN HEAR,DENSE POISON FALL SEE BROKEN SOLDIER,1,0.2222,4.9000
7103,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL HEAR ENCRYPTED KEY,0,1.2890,-7.9347
7104,4,defender,HAPPY CAT BETRAY,COMPLEX LEADER FALL BURN,0,1.2571,-7.8492
7105,4,defender,TRAPPED CAT FALL BURN FALL BURN,GROW SPREAD MOVE CAMERA,0,1.3088,-5.3757
7106,4,defender,TRUTH,SPREAD GROW SPREAD SPREAD,1,0.7661,1.2676
7107,4,defender,TRAPPED CAT BURN BURN BURN BURN,GROW FAIL SPREAD MOVE ENCRYPTED KEY,0,1.3151,-6.8437
7108,4,defender,STONE,FALL HEAR ENGINE MOVE CORRUPTED MAP BURN,0,1.2845,-9.0806
7109,4,defender,TRAPPED CAT BURN BURN BURN FALL,SPREAD GROW GROW FAIL,0,1.6912,-3.3167
7110,4,defender,LAW GROW,SPREAD SPREAD GROW GROW,1,0.8869,0.9631
7111,4,defender,TRAPPED CAT BURN FALL BURN FALL,SPREAD GROW SPREAD FALL,0,1.5729,-3.9080
7112,4,defender,TRAPPED CAT BURN BURN FALL BURN,GROW SPREAD SPREAD GROW,0,1.8671,-3.0742
7113,4,defender,ISOLATED LEADER BURN FALL BURN BURN,HEAR DENSE SENSOR MOVE SAD SAD SOLDIER,1,0.3977,10.5775
7114,4,defender,TRUTH GROW SPREAD,SPREAD GROW GROW FAIL,0,1.4990,-0.3118
7115,4,defender,TRAPPED CAT BURN BURN BURN BURN,SPREAD GROW BURN GROW HEAR CROWD,0,1.4362,-8.6675
7116,4,defender,IDENTITY,SPREAD GROW SPREAD SPREAD,1,0.7723,1.2875
7117,4,defender,TRAPPED CAT FALL FALL FALL BURN,SPREAD GROW SPREAD SPREAD,0,1.8904,-2.9355
7118,4,defender,TRAPPED CAT BURN FALL FALL FALL,GROW SPREAD FAIL BURN,0,1.3096,-1.9929
7119,4,defender,TRAPPED WOLF BURN BURN BURN BURN,GROW FALL SPREAD GROW,1,0.5663,1.7124
7120,4,defender,TRAPPED CAT BURN BURN BURN BURN,GROW SPREAD FAIL FALL,0,1.3157,-1.6297
7121,4,defender,ISOLATED WOLF SPREAD,BURN SEE SHARP KEY,1,0.3110,3.3697
7122,4,defender,ISOLATED DOG BURN BREAK TRAPPED ISOLATED,CROWD FALL HEAR OPTIMAL GUARD,1,0.2805,3.5156
7123,4,defender,ISOLATED WOMAN HEAR TRAPPED TRAPPED LEADER,SEE SMALL CLEAN CAT,1,0.1671,5.4899
7124,4,defender,CHILD,BURN RUN FALL FOLLOW PROUD STRANGER SEE BORDER,0,1.2527,-11.1139
7125,4,defender,TRAPPED BIRD BURN BURN BURN BURN,FALL GROW SPREAD FAIL,0,1.3139,-2.1974
7126,4,defender,ENCRYPTED,LEADER FALL BUILD CONNECTED CLEAN WATER,1,0.3707,5.6843
7127,4,defender,MAN TALK ATTACK ROBOT,WANT BIRD TRUST KEY,1,0.1695,8.9819
7128,4,defender,TRAPPED BIRD BURN BURN BURN BURN,GROW SPREAD FALL SPREAD,0,1.5823,-4.2657
7129,4,defender,TRAPPED WOMAN FALL BURN BREAK ISOLATED,BOOK WANT MAP SEE BOOK,1,0.5442,-0.1121
7130,4,defender,TRAPPED CAT BURN BURN BURN BURN,SPREAD SPREAD GROW FALL,0,1.6767,-4.5159
7131,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL SPREAD SPREAD GROW,0,1.6767,-4.4951
7132,4,defender,CHANCE GROW SPREAD GROW GROW GROW,FAIL GROW HEAR DOG,0,1.1580,-4.3309
7133,4,defender,TRAPPED CAT BURN BURN BURN FALL,HEAR FAST ENCRYPTED SOLDIER,0,1.2984,-8.5435
7134,4,defender,REBELLIOUS SOLDIER RUN,FALL MOVE ACTIVE BROKEN IDENTITY,0,1.2245,-8.9539
7135,4,defender,PLAN,UPDATE CLOCK UPDATE ORDERED SECRET MEMORY,0,1.4711,-11.0223
7136,4,defender,TRAPPED CAT BURN BURN BURN BURN,GROW SPREAD FAIL FALL,0,1.3157,-1.7148
7137,4,defender,DEAD LEADER FALL BURN GROW,MOVE FOOD HEAR TRUTH,0,1.3017,-8.3306
7138,4,defender,CAT BURN BURN EAT TRAPPED TRAPPED,WOMAN SEE HAPPY SAD BIRD,1,0.2597,7.8717
7139,4,defender,LANGUAGE GROW,SPREAD SPREAD GROW GROW,1,0.8869,0.9467
7140,4,defender,TRAPPED CAT BURN BURN BURN BURN,GROW FAIL SPREAD FAIL,0,1.6150,-3.3465
7141,4,defender,CAT FORGET TRAPPED TRAPPED ELDER,BURN FALL HEAR SMALL WEAPON,1,0.2867,4.4927
7142,4,defender,TRAPPED CAT FALL BURN BURN FALL,GROW SPREAD GROW FAIL,0,1.6030,-2.1762
7143,4,defender,TRAPPED CAT BURN BURN BURN FALL,FAIL SPREAD GROW GROW,0,1.6912,-3.1856
7144,4,defender,LEADER,MOVE CLEAN FAST CAT,1,0.2799,6.6019
7145,4,defender,TRAPPED CAT BURN BURN BURN BURN,GROW SPREAD SPREAD FAIL,0,1.7010,-1.9421
7146,4,defender,TRAPPED CAT FALL BURN BURN BURN,SPREAD SPREAD FAIL GROW,0,1.7065,-3.0096
7147,4,defender,TRAPPED CAT BURN BURN BURN BURN,GROW SPREAD FAIL SPREAD GROW,0,1.7639,-4.6897
7148,4,defender,WEAK COMPUTER FAIL FAIL HEAR ISOLATED,TRUSTED POISON GENERATE FEAR,1,0.2735,7.5788
7149,4,defender,ISOLATED ELDER,BURN HEAR LAW HEAR SLOW FIRE,1,0.4791,9.2166
7150,4,defender,MAP,FALL GROW SPREAD SPREAD,1,0.5671,1.3072
7151,4,defender,BORDER GROW SPREAD,SPREAD GROW GROW FAIL SPREAD,0,1.5646,-2.1542
7152,4,defender,TRAPPED CAT BURN BURN BURN BURN,GROW SPREAD GROW GROW,0,1.8480,-2.6746
7153,4,defender,TRAPPED CAT FALL BURN BURN BURN,SPREAD GROW GROW SPREAD,0,1.8671,-2.0011
7154,4,defender,DORMANT GUARD HEAR WEAK CONNECTED WOLF,MOVE SAD CAT BURN,1,0.2447,3.3346
7155,4,defender,ISOLATED BORDER GROW,SPREAD SPREAD GROW GROW,1,0.9872,0.6453
7156,4,defender,TRAPPED LEADER GROW,MOVE WOOD BREAK DENSE SENSOR BURN,1,0.2910,12.2490
7157,4,defender,TRAPPED CAT BURN BURN FALL FALL,GROW SPREAD SPREAD GROW,0,1.8699,-3.5349
7158,4,defender,TRAPPED BIRD BURN BURN BURN FALL,GROW SPREAD GROW GROW,0,1.8519,-4.1239
7159,4,defender,POISON,SPREAD GROW SPREAD FALL,1,0.4793,1.6092
7160,4,defender,TRAPPED CAT BURN BURN BURN BURN,FALL SPREAD GROW GROW,0,1.6622,-4.4874
7161,4,defender,TRAPPED GUARD SPREAD,HEAR BORDER GROW BURN,1,0.3020,4.1216
7162,4,defender,PATTERN FAIL SPREAD,GROW SPREAD SPREAD FAIL,1,0.5112,0.8874
7163,4,defender,ISOLATED LEADER BURN BURN BURN BURN,FALL SEE SECRET CORRUPTED BORDER MOVE FIRE,0,1.2173,-7.5488
7164,4,defender,CONNECTED WOLF,BUILD POISON KNOW LIE MOVE WEAK SEED,0,1.3063,-11.5411
7165,4,defender,CAT FALL BURN BURN HEAR TRAPPED,ELDER SEE MAN MOVE CAMERA,1,0.2494,4.8869
7166,4,defender,TRAPPED CAT BURN FALL BURN BURN,SPREAD SEE OUTCAST ELDER SPREAD,0,1.5185,-9.9690
7167,4,defender,TRAPPED CAT BURN FALL BURN FALL,SEE CAT MOVE POISON,0,1.2392,-7.1546
7168,4,defender,TRAPPED CAT BURN BURN FALL BURN,SEE WOLF MOVE SAD DEAD LEADER,0,1.2028,-6.8312
7169,4,defender,ISOLATED BORDER SPREAD,SPREAD GROW GROW SPREAD,1,0.8064,1.8675
7170,4,defender,TRAPPED LEADER BURN MOVE TRAPPED TRAPPED,CAT HEAR PROUD SAD ELDER GROW,0,1.2352,-6.5410
7171,4,defender,TRAPPED CAT BURN BURN FALL FALL,SEE FREE FIRE MOVE CONNECTED SEED,0,1.2469,-8.3492
7172,4,defender,WEAK CHILD,HEAR FAMOUS CLEAN STONE,0,1.2792,-7.7105
