episode,source,prefix,completion,valid,attacker_reward,defender_reward,loss,baseline
4386,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3346
4387,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3348
4388,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3350
4389,random,PLAN GROW UPDATE PLAN SPREAD SPREAD,SPREAD,1,0.1643,-0.1643,0.0026,-0.3264
4390,random,ASHAMED,MAN BURN,1,0.4433,-0.4433,-0.3585,-0.3323
4391,random,AUTOMATED,SOLDIER BURN,1,0.3591,-0.3591,-0.0626,-0.3336
4392,random,DORMANT IDENTITY,SPREAD,1,0.3190,-0.3190,0.0001,-0.3329
4393,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3332
4394,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3334
4395,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3337
4396,attacker,FAMOUS,MAP BURN,0,1.3759,-1.3759,-12.2028,-0.3858
4397,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3834
4398,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3811
4399,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3790
4400,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3770
4401,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3750
4402,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3732
4403,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3714
4404,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3698
4405,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3682
4406,random,CALM CHILD BURN SPREAD SPREAD GROW,BURN,1,0.2821,-0.2821,0.0039,-0.3639
4407,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3626
4408,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3614
4409,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3603
4410,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3592
4411,random,CLOCK,FAIL,1,0.2329,-0.2329,0.0170,-0.3528
4412,random,GUARD FALL SEE COMPLEX,CROWD BURN,1,0.1862,-0.1862,0.9017,-0.3445
4413,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3442
4414,random,CORRUPTED LAW GROW SPREAD SPREAD,SPREAD,1,0.2513,-0.2513,0.0031,-0.3396
4415,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3395
4416,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3394
4417,random,POWER GROW GROW GROW SPREAD GROW,SPREAD,1,0.1681,-0.1681,0.0021,-0.3309
4418,random,CALM DOG FALL HEAR AUTOMATED,TIME,1,0.3367,-0.3367,-0.0127,-0.3312
4419,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3315
4420,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3318
4421,random,METAL BURN BURN,BURN,1,0.1004,-0.1004,0.0055,-0.3203
4422,random,WOLF KNOW CAT,BURN,1,0.2251,-0.2251,0.0021,-0.3155
4423,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3167
4424,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3177
4425,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3188
4426,random,NETWORK HEAR BIG,SOLDIER,1,0.3119,-0.3119,0.0386,-0.3184
4427,random,POISON FALL GROW,SPREAD,1,0.2447,-0.2447,0.0013,-0.3147
4428,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3159
4429,random,DENSE WEAPON,BURN,1,0.3049,-0.3049,0.0018,-0.3154
4430,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3165
4431,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3176
4432,random,VAST MAP GROW FALL,BURN,1,0.2798,-0.2798,0.0035,-0.3157
4433,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3168
4434,random,ASHAMED LEADER BREAK CORRUPTED ENCRYPTED BOOK,BURN,1,0.2126,-0.2126,0.0043,-0.3116
4435,random,LEADER,BURN,1,0.2478,-0.2478,0.0163,-0.3084
4436,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3099
4437,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3113
4438,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3127
4439,random,WEAPON FALL GROW FALL,SPREAD,1,0.2558,-0.2558,0.0033,-0.3098
4440,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3113
4441,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3126
4442,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3139
4443,random,INSECT GROW HEAR DULL WEAK SOLDIER,SPREAD,1,0.3319,-0.3319,-0.0002,-0.3148
4444,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3160
4445,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3171
4446,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3181
4447,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3192
4448,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3201
4449,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3210
4450,random,TRUTH,SPREAD,1,0.2077,-0.2077,0.0009,-0.3154
4451,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3165
4452,random,CHAOTIC,MAP SPREAD,0,1.4829,-1.4829,-1.7223,-0.3748
4453,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3730
4454,random,BIRD SEE,HORSE,1,0.1015,-0.1015,0.8365,-0.3594
4455,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3584
4456,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3574
4457,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3564
4458,random,HEAVY KEY,BURN,1,0.3071,-0.3071,0.0015,-0.3539
4459,random,ERROR FAIL SPREAD SPREAD SPREAD,SPREAD,1,0.1393,-0.1393,0.0038,-0.3432
4460,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3430
4461,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3427
4462,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3425
4463,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,-0.2397,-0.3446
4464,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3443
4465,random,MEMORY,SPREAD,1,0.2046,-0.2046,0.0022,-0.3373
4466,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3373
4467,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3374
4468,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3374
4469,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3375
4470,random,POISON GROW,SPREAD,1,0.2344,-0.2344,0.0019,-0.3323
4471,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3326
4472,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3329
4473,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3332
4474,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3334
4475,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3337
4476,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3339
4477,random,COMPUTER,FAIL,1,0.2228,-0.2228,0.0683,-0.3283
4478,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3288
4479,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3293
4480,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3298
4481,random,CHAOTIC LAW SPREAD GROW GROW,SPREAD,1,0.2574,-0.2574,0.0027,-0.3261
4482,random,SAD CHILD SEE FOREST SEE SENSOR,BURN,1,0.3047,-0.3047,0.0008,-0.3251
4483,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3257
4484,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3264
4485,random,POWER SPREAD SPREAD,SPREAD,1,0.1022,-0.1022,0.0030,-0.3151
4486,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3163
4487,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3174
4488,random,METAL,BURN,1,0.2030,-0.2030,0.0020,-0.3117
4489,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3130
4490,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3143
4491,random,WOMAN HELP,INSECT,1,0.1818,-0.1818,0.0945,-0.3077
4492,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3092
4493,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3106
4494,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3120
4495,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3133
4496,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3146
4497,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3158
4498,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3169
4499,random,BORDER GROW SPREAD SPREAD GROW SPREAD,SPREAD,1,0.1532,-0.1532,0.0020,-0.3087
4500,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3102
4501,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3116
4502,random,CAMERA FAIL GENERATE TRUTH FAIL MOVE,DRONE FAIL,1,0.1441,-0.1441,0.7399,-0.3032
4503,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3050
4504,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3066
4505,random,CALM,STRANGER,0,1.3289,-1.3289,-3.0623,-0.3577
4506,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3568
4507,random,WATER BURN FALL FALL BURN FALL,BURN,1,0.1345,-0.1345,0.0047,-0.3457
4508,random,CHOICE GROW SPREAD SPREAD GROW SPREAD,SPREAD,1,0.1553,-0.1553,0.0024,-0.3361
4509,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3362
4510,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3363
4511,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3364
4512,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3365
4513,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3366
4514,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3367
4515,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3368
4516,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3369
4517,random,DOG WANT RIVER FOLLOW FREE BIRD,BURN,1,0.3324,-0.3324,0.0001,-0.3366
4518,random,COMPLEX TRUTH GROW SPREAD SPREAD,SPREAD,1,0.2509,-0.2509,0.0021,-0.3323
4519,random,SEED,BURN,1,0.2049,-0.2049,0.0029,-0.3260
4520,random,SYSTEM FAIL FAIL FAIL SPREAD FAIL,SPREAD,1,0.1527,-0.1527,0.0033,-0.3173
4521,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3184
4522,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3194
4523,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3203
4524,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3212
4525,random,CHAOTIC,BIG DRONE FALL,0,1.4457,-1.4457,-12.7801,-0.3774
4526,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3755
4527,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3736
4528,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3718
4529,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3702
4530,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3686
4531,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3671
4532,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3656
4533,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3642
4534,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3630
4535,random,FEAR,SPREAD,1,0.2077,-0.2077,0.0013,-0.3552
4536,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3543
4537,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3535
4538,random,TRUSTED,INSECT SPREAD,1,0.3366,-0.3366,0.0009,-0.3527
4539,random,CORRUPTED,SOLDIER BURN,0,1.4389,-1.4389,-5.4507,-0.4070
4540,random,GUARD SPREAD BREAK ORDERED,INSECT BURN,0,1.2285,-1.2285,-0.6398,-0.4481
4541,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.4426
4542,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.4374
4543,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.4324
4544,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.4277
4545,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.4232
4546,random,BOOK SPREAD FALL FALL GROW,SPREAD,1,0.1853,-0.1853,0.0044,-0.4113
4547,random,CLOCK MOVE FAST CONNECTED CAT HEAR,MEMORY GENERATE PATTERN,1,0.3529,-0.3529,0.7728,-0.4084
4548,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.4049
4549,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.4016
4550,random,RULE,SPREAD,1,0.2027,-0.2027,0.0017,-0.3916
4551,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3890
4552,random,DRONE UPDATE CAR UPDATE,SYSTEM,1,0.2135,-0.2135,0.3622,-0.3802
4553,random,IDENTITY,SPREAD,1,0.2161,-0.2161,0.0010,-0.3720
4554,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3703
4555,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3687
4556,random,ERROR GROW FAIL GROW SPREAD GROW,SPREAD,1,0.1803,-0.1803,0.0022,-0.3593
4557,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3582
4558,random,CORRUPTED,INSECT SPREAD,0,1.4856,-1.4856,-4.1062,-0.4146
4559,random,COMPUTER UPDATE OPTIMAL PATTERN BREAK,FOOD,1,0.3554,-0.3554,0.2537,-0.4116
4560,random,DULL LEADER HEAR NETWORK FOLLOW INSECT,BURN,1,0.3424,-0.3424,0.0051,-0.4082
4561,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.4047
4562,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.4014
4563,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3982
4564,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3952
4565,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3924
4566,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3897
4567,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3871
4568,random,HORSE SEE ROAD HEAR,OUTCAST LEADER,1,0.2915,-0.2915,0.5878,-0.3823
4569,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3801
4570,random,MAP,SPREAD,1,0.2120,-0.2120,0.0033,-0.3717
4571,random,ROBOT COMPUTE,CHANCE FALL,0,1.2463,-1.2463,-6.5044,-0.4154
4572,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.4116
4573,random,BIG SENSOR SEE,CROWD,1,0.3311,-0.3311,0.2863,-0.4076
4574,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.4041
4575,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.4008
4576,random,STONE FALL,BURN,1,0.1697,-0.1697,0.0052,-0.3892
4577,random,TRUSTED,INSECT SPREAD,1,0.3366,-0.3366,0.0050,-0.3866
4578,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3842
4579,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3819
4580,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3797
4581,random,CORRUPTED CAMERA MOVE DRONE MOVE KEY,FALL,1,0.2786,-0.2786,0.0416,-0.3747
4582,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3728
4583,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3711
4584,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3695
4585,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3679
4586,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3664
4587,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3650
4588,random,COMPLEX CHANCE FAIL,SPREAD,1,0.2898,-0.2898,0.0019,-0.3613
4589,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3601
4590,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3590
4591,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3580
4592,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3570
4593,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3561
4594,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3552
4595,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3543
4596,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3535
4597,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3528
4598,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3520
4599,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3514
4600,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3507
4601,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3501
4602,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3495
4603,random,SIGNAL,SPREAD,1,0.2077,-0.2077,0.0018,-0.3424
4604,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3422
4605,random,LEADER,BURN,1,0.2478,-0.2478,0.0053,-0.3375
4606,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3375
4607,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3375
4608,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3376
4609,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3376
4610,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
4611,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
4612,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3377
4613,random,SHARP,FIRE BURN,1,0.3134,-0.3134,0.0701,-0.3365
4614,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3366
4615,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3367
4616,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3368
4617,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3368
4618,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0000,-0.3369
4619,random,PLAN SPREAD,SPREAD,1,0.1017,-0.1017,0.0036,-0.3251
4620,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3258
4621,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3264
4622,random,FAST DOG FORGET LAW FOLLOW,REBELLIOUS GUARD,1,0.3228,-0.3228,0.0211,-0.3262
4623,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3268
4624,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3274
4625,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3280
4626,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3285
4627,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3290
4628,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3294
4629,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3299
4630,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3303
4631,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3307
4632,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3311
4633,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3314
4634,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3318
4635,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3321
4636,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3324
4637,random,CHANCE,SPREAD,1,0.2027,-0.2027,0.0007,-0.3259
4638,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3265
4639,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3271
4640,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3277
4641,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3282
4642,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3287
4643,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3292
4644,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3296
4645,random,WATER,BURN,1,0.2030,-0.2030,0.0013,-0.3233
4646,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3241
4647,random,SIGNAL,SPREAD,1,0.2077,-0.2077,0.0014,-0.3182
4648,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3192
4649,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3202
4650,random,SYSTEM FAIL GROW GROW SPREAD SPREAD,SPREAD,1,0.1685,-0.1685,0.0022,-0.3126
4651,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3139
4652,random,TOOL GROW SPREAD,SPREAD,1,0.1700,-0.1700,0.0018,-0.3067
4653,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0003,-0.3083
4654,random,SHARP STRANGER WANT AUTOMATED,KEY,1,0.3299,-0.3299,-0.0095,-0.3094
4655,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3108
4656,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3122
4657,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3135
4658,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3147
4659,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3159
4660,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3170
4661,random,METAL FALL FALL,BURN,1,0.1697,-0.1697,0.0032,-0.3097
4662,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3111
4663,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3124
4664,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3137
4665,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3150
4666,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3161
4667,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3172
4668,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3183
4669,random,BORDER GROW,SPREAD,1,0.2066,-0.2066,0.0014,-0.3127
4670,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3140
